title,deadline,country,estimated_value_eur,tender_url,notice_id,cpv_codes,description,buyer_name
Sweden – Diagnostic X-ray system,2025-12-23,SWE,,https://ted.europa.eu/en/notice/-/detail/843977-2025,843977-2025,33111800|33111800|33111000|33110000,"Regionen har behov av att ersätta en SPECT/CT-kamera vid Nuklearmedicin, Bild och Funktionsmedicin, Norrlands universitetssjukhus i Umeå.  Vid Nuklearmedicin används idag SPECT/CT vid undersökningar av hjärta, njurar, binjurar, skelett, sköldkörtel, bisköldkörtlar, lymfsystemet, vid utredning av vissa ovanliga tumörer samt vid dosimetri. Systemet ska både kunna producera både planara bilder och SPECT/CT, och vara utrustat med kollimatorer för mätning av låg-, medel- och hög energifotoner. Utrustningens CT skall kunna producera bilder av full diagnostisk kvalitet.",Region Västerbotten
Czechia – Medical consumables,2026-01-14,CZE,,https://ted.europa.eu/en/notice/-/detail/844062-2025,844062-2025,33140000|33141620|33141100|33141115|33141114|33141118|33140000|33141620|33141620|33141100|33141115|33141114|33141118,Předmětem plnění VZ jsou postupné dodávky SZM – sterilních rouškovacích operačních setů a souvisejících položek pro ortopedii.,Fakultní nemocnice Bulovka
Norway – Medical equipments,2026-02-06,NOR,,https://ted.europa.eu/en/notice/-/detail/844130-2025,844130-2025,33100000|33190000|33195000|33196000|35120000|35121100|48000000|48814500|72200000|85323000|33100000|33190000|33195000|33196000|35120000|35121100|48000000|48814500|72200000|85323000,"The procurement will be carried out on behalf of Nordkapp municipality, k-no. 5435.",Finnut AS
"Denmark – Endoscopy, endosurgery devices",,DNK,,https://ted.europa.eu/en/notice/-/detail/844329-2025,844329-2025,33168000|33000000|33100000|33124100|33168000|33000000|33100000|33124100,"Region Nordjylland og Region Midtjylland udbyder produkter til kapselendoskopi. I den forbindelse ønsker vi at invitere potentielle leverandører til en markedsdialog, hvor leverandørerne har mulighed for at præsentere og vise sine produkter. Præsentationen vil foregå enkeltvis, så hver leverandør får tildelt en tid. Dato: 30.01.2026 Sted: Regionshuset, Niels Bohrs Vej 30, 9220 Aalborg Ø Tilmelding: Hurtigst muligt dog senest den 23.01.2026 til Camilla Hjerrild på cahj@rn.dk Program: Fremsendes til tilmeldte før produktpræsentationen. Spørgsmål: Henvendelse til Camilla Hjerrild påcahj@rn.dk",Region Nordjylland
Germany – Medical equipments,2026-01-28,DEU,,https://ted.europa.eu/en/notice/-/detail/844349-2025,844349-2025,33100000|33100000,KBM-HM-669: Computertomograph für das NIZ Klinikum Bielefeld gem. GmbH,Klinikum Bielefeld gem.GmbH
Croatia – Orthopaedic support devices,2026-01-23,HRV,,https://ted.europa.eu/en/notice/-/detail/844515-2025,844515-2025,33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000,"1 - CJELOVITA BESCEMENTNA ENDOPROTEZA KUKA ZAOBLJENIH RUBOVA S METAFIZNIM UKOTVLJENJEM 2 - CJELOVITA BESCEMENTNA ENDOPROTEZA KUKA KVADRATIČNA SA DIJAFIZNIM UKOTVLJENJEM 3 - CJELOVITA BESCEMENTNA ENDOPROTEZA KUKA 4 - CJELOVITA BESCCEMENTNA ENDOPROTEZA KUKA; MINIMALNO - INVAZIVNI PRISTUP 5 - CJELOVITA CEMENTNA ENDOPROTEZA KUKA 6 - PLOČICE I VIJCI ZA FEMORALNU I TIBIJALNU OSTEOTOMIJU 7 - VIJCI ZA TEMPORERNU EPIFIZIODEZU ZA PEDIJATRIJSKE PACIJENTE 8 - POTROŠNI MATERIJAL ZA PARCIJALNU ENDOPROTEZU KUKA, BIPOLARNA 9 - POTROŠNI MATERIJAL ZA TOTALNU BESCEMENTNU ENDOPROTEZU KUKA - MODULARNA ZA DISPLASTIČNI KUK 10 - PLOČE ZA KOREKTIVNE OSTEOTOMIJE FEMUR I TIBIA 11 - REVIZIJSKA BESCEMENTNA ENDOPROTEZA KUKA - MODULARNI TIP 12 - REVIZIJSKA CEMENTNA ENDOPROTEZA KUKA 13 - CEMENTNA PROTEZA ZA GLAVICU RADIJUSA 14 - CEMENTNA REKONSTRUKCIJSKA KOŠARA S KRILCIMA 15 - CJELOVITI SUSTAV ZA REKONSTRUKCIJU ACETABULUMA 16 - REKONSTRUKCIJSKA KOŠARA BURCH - SCHNEIDER 17 - REVIZIJSKI ACETABULUM S DVOSTRUKOM MOBILNOŠĆU 18 - SISTEM S VAKUMOM ZA MIJEŠANJE I INICIRANJE KOŠTANOG CEMENTA 3 19 - OSTALI OSTEOSINTETSKI MATERIJAL 3 20 - CJELOVITI SUSTAV ENDOPROTEZE KUKA ZA REVIZIJSKE SLUČAJEVE, INTRAOPERATIVNO KOMPATIBILNIH KOMPONETI 21 - DJELOMIČNA CEMENTNA ENDOPROTEZA KOLJENA 22 - PARCIJALNA ENDOPROTEZA KOLJENA, MINIMALNO INVAZIVNA 23 - CJELOVITI SUSTAV PARCIJALNE ENDOPROTEZE KOLJENA, INTRAOPERATIVNO KOMPATIBILNIH KOMPONETI 24 - CJELOVITA CEMENTNA ENDOPROTEZA KOLJENA S ROTACIJSKIM TIBIALNIM UMETKOM 25 - CJELOVITA BESCEMENTNA ENDOPROTEZA KOLJENA SA FIKSNIM TIBIALNIM PLATOOM I OČUVANJEM STRAŽNJEG KRIŽNOG LIGAMENTA 26 - CJELOVITA CEMENTNA ENDOPROTEZA KOLJENA ANTIALERGIJSKA 27 - REVIZIJSKA ENDOPROTEZA KOLJENA S OSOVINOM 28 - POTROŠNI MATERIJAL ZA BESCEMENTNU ENDOPROTEZU KUKA ZA BESCEMENTNU FIKSACIJU KOD TEŠKIH KOŠTANIH DEFICITA S TRI RAZLIČITE FEMORALNE KOMPONENTE I DVA ACETABULUMA 29 - POTROŠNI MATERIJAL ZA ENDOPROTEZU ZA LAKAT 30 - TUMORSKA ENDOPROTEZA RASTUĆA-PROKSIMALNI I DISTALNI FEMUR TE PROKSIMALNA TIBIJA 31 - CJELOVITI SUSTAV TUMORSKE PROTEZE ZA PROKSIMALNI I DISTALNI FEMUR I PROKSIMALNU TIBIJU SA PRIPADAJUĆIM KOMPONENTAMA 32 - TUMORSKE PROTEZE - PROXIMALNI HUMERUS 33 - TUMORSKE ENDOPROTEZE ZDJELICE 34 - POTROŠNI MATERIJAL ZA TOTALNU ENDOPROTEZU RAMENA, CEMENTNA ANATOMSKA 35 - POTROŠNI MATERIJAL ZA TOTALNU ENDOPROTEZU RAMENA, BESCEMENTNA ANATOMSKA 36 - DJELOMIČNA ENDOPROTEZA RAMENA 37 - DJELOMIČNA ENDOPROTEZA RAMENA, TITAN 38 - CJELOVITA BESCEMENTNA INVERZNA ENDOPROTEZA RAMENA 39 - REVIZIJSKA ENDOPROTEZA RAMENA 40 - PROTEZA ZA REKONSTRUKCIJU RUČNOG ZGLOBA 41 - REVIZIJSKE ENDOPROTEZE KOLJENA KOD VELIKIH DEFEKATA TIBIJE I/ILI FEMURA 42 - SINTETIČKA ZAMJENA KOŠTANOG PRESATKA 43 - CJELOVITA CEMENTNA I BESCEMENTNA ENDOPROTEZA KOLJENA ZA ODRŽAVANJE BIOMEHANIKE ZA OSOBE SA VISOKOM AKTIVNOŠĆU 44 - PROTEZA ZA PARCIJALNU REKONSTRUKCIJU RUČNOG ZGLOBA 45 - IMPLANTATI I OPREMA ZA ŠIVANJE MENISKA 1 46 - IMPLANTATI ZA ARTROSKOPSKU REKONSTRUKCIJU MANŽETE 47 - IMPLANTATI ZA ARTROSKOPSKU STABILIZACIJA RAMENA (JEDAN KONAC) 48 - MEKOTETIVNA FIKSACIIJA LCA 49 - BORERI 50 - IMPLANTATI SPECIJALNE IZVEDBE ZA OPERATIVNE ZAHVATE NA DRUGIM LOMLJIVIM KOSTIMA 2 51 - ZAKLJUČAVAJUĆE PLOČICE ZA ARTRODEZU RUČNOG ZGLOBA 2 52 - IMPLANTAT ZA LIJEČENJE RANOPOJAVNIH SKOLIOZA I DISTRAKCIJU KRALJEŽNICE 53 - SUBTALARNI VIJAK 54 - TOTALNA ENDOPROTEZA KUKA 3 55 - CEMENTNA, BESCEMENTNA I PARCIJALNA ENDOPROTEZA KOLJENA 56 - SISTEM S VAKUMOM ZA MIJEŠANJE I INICIRANJE KOŠTANOG CEMENTA 57 - REVIZIJSKA ENDOPROTEZA KOLJENA 2 58 - CIJEV ZA PRIČVRŠĆIVANJE MEKIH TKIVA 59 - UREĐAJ ZA PROTOČNU DRENAŽU 60 - MEKA KONČANA SIDRA, NERESORPTIVNA 61 - POLIAKSIALNI SUSTAV ZA TRANSPEDIKULARNU POLIAKSIALNU FIKSACIJU KRALJEŽNICE STRAŽNJIM PRISTUPOM 2 62 - PROTEZA KOLJENA 63 - REVIZIJSKA ENDOPROTEZA KUKA 64 - IMPLATATI ZA PASTA TEHNIKU REKONSTRUKCIJE RAMENA 65 - SUSTAV TUMORSKIH ENDOPROTEZA 66 - IMPLANTATI ZA SUSPENZORNU FIKSACIJU M 67 - CEMENT ZA REKONSTRUKCIJU KOSTI 1 68 - CEMENT ZA REKONSTRUKCIJU KOSTI 2 69 - CEMENT ZA REKO",KLINIKA ZA ORTOPEDIJU LOVRAN
Italy – Medical equipments,2025-12-19,ITA,,https://ted.europa.eu/en/notice/-/detail/844537-2025,844537-2025,33100000|33100000|33100000,n. 3 Sterilizzatrici e materiale di consumo dedicato n. 2 lavaferri,"AZIENDA OSPEDALIERA UNIVERSITARIA POLICLINICO ""P. GIACCONE"" APPALTI E FORNITURE/AREA PROVVEDITORATO - PALERMO"
Netherlands – Social work and related services,2026-02-26,NLD,,https://ted.europa.eu/en/notice/-/detail/844602-2025,844602-2025,85300000|33193110|33196200|85300000|33193110|33196200,"De Opdracht bestaat uit het leveren van gesloten gehandicaptenvoertuigen op basis van huur met de daarbij behorende dienstverlening in de vorm van service, onderhoud, reparaties en samenwerking met ketenpartners.",Gemeente Amsterdam
Poland – Angiography devices,2025-12-29,POL,,https://ted.europa.eu/en/notice/-/detail/844614-2025,844614-2025,33111720|33111000|33111721|71000000|71500000|71540000|71520000|71300000|71320000|71200000|71250000|71240000|71220000|45000000|45400000|45450000|45440000|45430000|45420000|45300000|45330000|45320000|45310000|45200000|45220000|45210000|39000000|39300000|39370000|39330000|39100000|39190000|39180000|39150000|39130000|39120000|39110000|45215140|24111500|33111720|33111000|33111721|71000000|71500000|71540000|71520000|71300000|71320000|71200000|71250000|71240000|71220000|45000000|45400000|45450000|45440000|45430000|45420000|45300000|45330000|45320000|45310000|45200000|45220000|45210000|39000000|39300000|39370000|39330000|39100000|39190000|39180000|39150000|39130000|39120000|39110000|45215140|24111500,"Dostawa angiografów wraz z adaptacją pomieszczeń w ramach Krajowego Planu Odbudowy i Zwiększania Odporności komponent D „Efektywność, dostępność i jakość systemu ochrony zdrowia” Inwestycja D1.1.1 „Rozwój i modernizacja infrastruktury centrów opieki wysokospecjalistycznej i innych podmiotów leczniczych” - Wymiana angiografu na Sali hybrydowej Oddziału Kardiochirurgii połączoną z modernizacją Sali hybrydowej - Wymiana angiografu na Sali Pracowni Hemodynamiki połączoną z pracami dostosowawczymi do nowego urządzenia - Wymiana angiografu w Pracowni Elektrofizjologii połączona z adaptacją pomieszczeń zgodnie z obowiązującymi przepisami i potrzebami pracowni - Zakup angiografu do Pracowni Hemodynamiki połączony z adaptacją pomieszczeń zgodnie z obowiązującymi przepisami i potrzebami pracowni Przedmiot zamówienia został szczegółowo opisany w Załączniku nr 2 do SWZ- formularz cenowy, Załącznik nr 2a do SWZ – parametry techniczne oraz Załącznik nr 2bdo SWZ program funkcjonalno - użytkowy Kody CPV: 33111000-1 Aparatura rentgenowska 33111720-4 Urządzenia do angiografii 33111721-1 Cyfrowe urządzenia do angiografii Grupa 71000000-8 Usługi architektoniczne, budowlane, inżynieryjne i kontrolne Klasa 71500000-3 Usługi związane z budownictwem Kategoria 71540000-5 Usługi zarządzania budową 71520000-9 Usługi nadzoru budowlanego Klasa 71300000-1 Usługi inżynieryjne Kategoria 71320000-7 Usługi inżynieryjne w zakresie projektowania Klasa 71200000-0 Usługi architektoniczne i podobne Kategoria 71250000-5 Usługi architektoniczne, inżynieryjne i pomiarowe 71240000-2 Usługi architektoniczne, inżynieryjne i planowania 71220000-6 Usługi projektowania architektonicznego Grupa 45000000-7 Roboty budowlane Klasa 45400000-1 Roboty wykończeniowe w zakresie obiektów budowlanych Kategoria 45450000-6 Roboty wykończeniowe, pozostałe 45440000-3 Roboty malarskie i szklarskie 45430000-0 Pokrywanie podłóg i ścian 45420000-7 Roboty budowlane w zakresie zakładania stolarki budowlanej oraz roboty ciesielskie Klasa 45300000-0 Roboty instalacyjne w budynkach Kategoria 45330000-9 Roboty instalacyjne wodno-kanalizacyjne i sanitarne 45320000-6 Roboty izolacyjne 45310000-3 Roboty instalacyjne elektryczne Klasa 45200000-9 Roboty budowlane w zakresie wznoszenia kompletnych obiektów budowlanych Lub ich części oraz roboty w zakresie inżynierii lądowej i wodnej Kategoria 45220000-5 Roboty inżynieryjne i budowlane 45210000-2 Roboty budowlane w zakresie budynków Grupa 39000000-2 Meble (włącznie z biurowymi), wyposażenie, (…) Klasa 39300000-5 Różny sprzęt Kategoria 39370000-6 Instalacje wodne 39330000-4 Urządzenia dezynfekujące Klasa 39100000-3 Meble Kategoria 39190000-0 Tapety papierowe i inne okładziny ścienna 39180000-7 Meble laboratoryjne 39150000-8 Meble różne i wyposażenie 39130000-2 Meble biurowe 39120000-9 Stoły, kredensy, biurka i biblioteczki 39110000-6 Siedziska, krzesła i produkty z nimi związane Dodatkowe kody opisujące zadanie: 45215140-0 Roboty budowlane w zakresie obiektów szpitalnych 24111500-0 Gazy medyczne",4. Wojskowy Szpital Kliniczny z Polikliniką Samodzielny Publiczny Zakład Opieki Zdrowotnej we Wrocławiu
Spain – Defibrillator,,ESP,,https://ted.europa.eu/en/notice/-/detail/844733-2025,844733-2025,33182100|33182100|33182100,"LOTE 1- Prestaciones relativas a centros e instalaciones de Consejerías (excepto Educación), Organismos Autónomos y Entes y Entidades adheridas Lote 2. Prestaciones relativas a centros e instalaciones de la Consejería de Educación.","CONSEJERIA DE HACIENDA, JUSTICIA Y ASUNTOS EUROPEOS"
Germany – Installation of built-in furniture,2026-01-27,DEU,,https://ted.europa.eu/en/notice/-/detail/844856-2025,844856-2025,45421153|45215140|45421000|45420000|45421150|33192000|39141100|39120000|45422000|45421153|45215140|45421000|45420000|45421150|33192000|39141100|39120000|45422000,Anbau West 2 St. Einbauküchen mit Küchengeräten BS 2.1 3 St. Einbauküchen mit Küchengeräten; 3 St. Schranksystem mit Raumteiler; 3 St. Nachttische; 3 St. Garderoben; 23 St. Pflegeschränke; 22 St. Schreibtische; 46 St. Patientenschränke; 47 St. Sanitärschränke; 2 St. Stützpunkt BS 2.2 5 St. Einbauküchen mit Küchengeräten; 18 St. Patientenschränke 18 St. Sanitärschränke; 10 St. Schreibtische 10 St. Pflegeschränke; 2 St. Büros mit Eckschreibtisch Küche 1 St. Trennwand in Glas,Aberlandklinik Viechtach
France – Artificial parts of the body,2026-01-20,FRA,,https://ted.europa.eu/en/notice/-/detail/844916-2025,844916-2025,33184000|33184000|33184000,"Le présent marché a pour objet la réalisation de dispositifs médicaux sur mesure (DMSM) soit des articles de prothèse conjointe dento ou implanto portées, métalliques ou céramiques nécessaires à l’activité du centre de santé dentaire de la Cpam de Paris et au Centre Dentaire et d’Orthodontie de Paris (CDOP). Le présent marché a pour objet la réalisation de dispositifs médicaux sur mesure (DMSM) soit des articles de prothèses partielles ou complètes adjointes, amovibles supra implantaires ou travaux combinés nécessaires à l’activité du centre de santé dentaire de la CPAM de Paris et au Centre d’Orthodontie de Paris. Dans ce dernier cas, des couronnes ou bridges métalliques ou céramiques pourront être prescrits.",CPAM DE PARIS
Norway – Medical practice and related services,2026-02-03,NOR,,https://ted.europa.eu/en/notice/-/detail/844933-2025,844933-2025,85120000|33170000|85120000|33170000,"The dental health service in Innlandet County is responsible for providing necessary and reliable dental health help to prioritised patient groups in accordance with the Dental Services Act § 1-3. For some patients - especially children and adolescents, as well as other vulnerable groups with extensive treatment needs, strong treatment anxiety or compound medical and/or mental conditions - treatment in general anaesthesia is a prerequisite that necessary dental treatment can be carried out in a safe and gentle way. The aim of the procurement is to enter into a contract for anaesthesia services for dental treatment in general anaesthesia, so that Lillehammer dental clinic has stable and predictable access to qualified anaesthesia personnel. The agreement shall ensure that general drug treatment is carried out in accordance with the Norwegian standard for anaesthesia, including guidelines for child anaesthesia and other relevant legislation and regulations.",INNLANDET FYLKESKOMMUNE
Poland – Medical furniture,2026-01-30,POL,,https://ted.europa.eu/en/notice/-/detail/844981-2025,844981-2025,33192000|33192000,"Przedmiot zamówienia stanowi; Dostawa i montaż pierwszego wyposażenia w ramach zadania :""Przebudowa skrzydła zachodniego i centralnego Pawilonu Głównego -II etap skrzydło centralne przy ul. Reymonta 83/91 w Otwocku",Mazowieckie Centrum Leczenia Chorób Płuc i Gruźlicy
"Slovenia – Medical equipments, pharmaceuticals and personal care products",2026-01-09,SVN,,https://ted.europa.eu/en/notice/-/detail/845078-2025,845078-2025,33000000|33000000|33000000|33100000|33000000|33100000|33000000,"Javno naročilo, SUKCESIVNA DOBAVA SANITETNEGA MATERIALA ZA OBDOBJE FEBRUAR 2026 DO NOVEMBER 2027 - PONOVITEV NEODDANI SKLOP. Razdeljeno na dva sklopa.",DOM STAREJŠIH OBČANOV METLIKA
Croatia – Orthopaedic support devices,2026-01-23,HRV,,https://ted.europa.eu/en/notice/-/detail/845153-2025,845153-2025,33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000|33183000,"86 - CJELOVITI SUSTAV PRIMARNE ENDOPROTEZE KUKA 4 87 - RESORPTIVNI NOSAČ ANTIBIOTIKA 88 - SUSTAV ZA PROTEZU RAMENA 3 89 - POLIAKSIALNI SISTEM ZA TRANSPEDIKULARNU FIKSACIJU KRALJEŽNICE, STRAŽNJI PRISTUP 90 - JEDNOKRATNI SISTEMI ZA ŠIVANJE MENISKA 91 - RF ELEKTRODE ZA ARTROSKOPIJU 92 - CJELOVITA BESCEMENTNA ENDOPROTEZA KUKA; ZA DISPLASTIČNE KUKOVE, MOGUĆNOST UGRADNJE MINIMALNO - INVAZIVNIM PRISTUPOM 5 93 - IMPLANTATI ZA KOŠTANO LIGAMENTARNU FIKSACIJU STOPALA 94 - CJELOVITI SUSTAV ZA PRIMARNU ENDOPROTEZU KUKA 95 - UGRADBENI MATERIJAL ZA KOREKTIVNU OSTEOTOMIJU 96 - OSTALI OSTEOSINTETSKI MATERIJAL 2 97 - BORERI I PILE 98 - UGRADBENI MATERIJAL ZA CERVIKALNU KRALJEŽNICU 99 - IMPLANTATI ZA ARTROSKOPIJU KOLJENA 100 - KOŠTANI CEMENT I MALI POLIETILENSKI ACETABULARNI UMETCI - CEMENTNI 101 - SUSTAV TOTALNE CEMENTNE ENDOPROTEZA KOLJENA KOJE ZAMJENJUJU PRIRODNO KOLJENO 102 - IMPLANTATI SPECIJALNE IZVEDBE ZA OPERATIVNE ZAHVATE NA DUGIM LOMLJIVIM KOSTIMA 103 - POTROŠNI MATERIJAL ZA VANJSKE FIKSATORE 104 - ZAKLJUČAVAJUĆE PLOČICE ZA ARTRODEZU RUČNOG ZGLOBA 105 - SIDRA ZA ŠAKU I RUČNI ZGLOB 3 106 - IMPLANTATI ZA PROKSIMALNI INTRERFALANGEALNI ZGLOB 107 - IMPLANTATI ZA ARTROSKOPSKU STABILIZACIJA RAMENA (DVA KONCA) 2 108 - KOŠTANI CEMENT 109 - CJELOVITA BESCCEMENTNA ENDOPROTEZA KUKA ZA DIREKTNI ANTERIORNI I ANTEROLATERALNI PRISTUP 3 110 - MULTIRADIJUS DJELOMIČNA CEMENTNA ENDOPROTEZA KOLJENA SA ANTIOKSIDATIVNIM SVOJSTVOM I LIGAMENT BALANSEROM 111 - MODULARNI SUSTAV IMPLANTATA ZA KRALJEŽNICU 112 - CJELOVITI SUSTAV ROTIRAJUĆE UKOTVLJENE ENDOPROTEZE KOLJENA , INTRAOPERATIVNO KOMPATIBILNIH KOMPONETI 113 - REVIZIJSKI SUSTAV ENDOPROTEZE KOLJENA 114 - KOŠTANI NADOMJESCI 115 - CJELOVITI SUSTAV ENDOPROTEZE KUKA 116 - SUSTAV ENDOPROTEZA KUKA ZA KOMPLEKSNE PRIMARNE I REVIZIJE KUKA 6 117 - POLIAKSIALNI SUSTAV ZA TRANSPEDIKULARNU POLIAKSIALNU FIKSACIJU KRALJEŽNICE STRAŽNJIM PRISTUPOM 118 - PROKSIMALNI FEMORALNI ČAVAO 119 - IMPLANTAT ZA SUBTALARNU ARTROREZU 120 - SILIKONSKI IMPLANTAT ZA ŠAKU 121 - PRIMARNA PROTEZA LAKTA SA PRIPARAJUĆIM KOMPONENTAMA 3 122 - KOŠTANI CEMENTI 123 - IMPLANTATI ZA PLASTIKU LIGAMENATA 124 - CJELOVITA CEMENTNA ENDOPROTEZA RAMENA 125 - POLIETILENSKI UMETCI ZA ACETABULARNE ČAŠICE 126 - KOŠTANI NADOMJESTAK U GRANULAMA 127 - SET ZA VERTEBROPLASTIKU I DISCEKTOMIJU 128 - IMPLANTATI ZA STABILIZACIJU AKROMIOKLAVIKULARNOG ZGLOBA 129 - IMPLANTATI ZA ARTROSKOPSKU REKONSTRUKCIJU MANŽETE 2 130 - SIDRO ZA MALE KOSTI 131 - POTROŠNI MATERIJAL ZA VANJSKE FIKSATORE 2 132 - CJELOVITI SUSTAV PARCIJALNE ENDOPROTEZE KOLJENA, INTRAOPERATIVNO KOMPATIBILNIH KOMPONETI 2 133 - UGRADBENI MATERIJAL ZA KRALJEŽNICU 134 - PRIMARNE ENDOPROTEZE KOLJENA 8 135 - CJELOVITA BESCCEMENTNA ENDOPROTEZA KUKA; MINIMALNO - INVAZIVNI PRISTUP 136 - UGRADBENI MATERIJAL ZA KRALJEŽNICU ZA HITNE OSTEOSINTEZE SA STERILNIM INSTRUMENTARIJEM ZA JEDNOKRATNU UPOTREBU 137 - SINTETIČKA ZAMJENA KOŠTANOG PRESATKA U PASTI, BLOKU, CILINDRU, KLINU I GRANULAMA 138 - CJELOVITA CEMENTNA ENDOPROTEZA KOLJENA 139 - SISTEM ZA POSTAVLJANJE SIDRA 140 - PROKSIMALNI FEMORALNI ČAVAO ZA STABILIZACIJU ULOMAKA 141 - STERILNO PAKIRANI KANULIRANI VIJCI SA DVA NAVOJA 142 - BIOAPSORTIVNI FIKSACIJSKI ČAVAO 143 - REVIZIJSKA ČAŠICA SA KRILICIMA ZA DODATNU FIKSACIJU VIJCIMA ZA ZDJELICU 144 - INTRAMEDULARNI ČAVAO 145 - BEZCEMENTNA PROTEZA ZA REKONSTRUKCIJU ZGLOBA CMC1 146 - RESORPTIVNI I BIOKOMPATIBILNI RESTRIKTOR 147 - OSTEOKONDUKTIVNI SINTETSKI NADOMJESTAK KOSTI 148 - SISTEM ZA PULSIRAJUĆE ISPIRANJE I UKLANJANJE OSTATAKA IZ OPERATIVNOG PODRUČJA 149 - CJELOVITA CEMENTNA ENDOPROTEZA KOLJENA 150 - ANTIALERGIJSKA ENDOPROTEZA KOLJENA 151 - CJELOVITI SUSTAV ENDOPROTEZE KUKA UGRADNJU PREDNJIM PRISTUPOM 152 - ENDOPROTEZA RAMENA, REVERZNA, KRATKI TRUP 153 - KOŠTANI CEMENT ZA FIKSACIJU IMPLANTATA I PREVENCIJU INFEKCIJA 154 - OSTALI OSTEOSINTETSKI MATERIJAL 3 155 - TOTALNA ENDOPROTEZA KUKA S STANDARDINM I ""DUALMOBILITY"" ACETABULUMOM 156 - TOTALNA ENDOPROTEZA KUKA MINIMALNO INVAZIVNA STANDARDINM I ""DUALMOBILITY"" ACETABULUMOM 157 - CE",KLINIKA ZA ORTOPEDIJU LOVRAN
Czechia – Miscellaneous medical devices and products,2026-01-09,CZE,,https://ted.europa.eu/en/notice/-/detail/845167-2025,845167-2025,33190000|33190000|33190000,"Předmětem veřejné zakázky pro část 3A_2 – Končetiny a pánve bude dodávka instrumentárií pro KA 2 – Pokročilé kurzy úrazové chirurgie, a to dle seznamu instrumentárií tvořícím přílohu č. 1 zadávací dokumentace. Kurzy budou probíhat v Brně. Celkem je plánováno 11 kurzů. Předmětem veřejné zakázky pro část 3A_2 – Zevní fixace bude dodávka instrumentárií pro KA 2 – Pokročilé kurzy úrazové chirurgie, a to dle seznamu instrumentárií tvořícím přílohu č. 1 zadávací dokumentace. Kurzy budou probíhat v Brně. Celkem jsou plánovány 4 kurzy na suchých kostech.",Institut postgraduálního vzdělávání ve zdravotnictví
Czechia – Miscellaneous medical devices and products,2025-12-30,CZE,,https://ted.europa.eu/en/notice/-/detail/845288-2025,845288-2025,33190000|33190000,"Předmětem veřejné zakázky pro část 3A_1 bude dodávka instrumentárií pro KA 1 – Úvod do chirurgie, a to dle seznamu instrumentárií tvořícím přílohu č. 1 zadávací dokumentace. Kurzy budou probíhat v Brně. Pro KA1 v období 2026 - 2028 plánováno celkem 15 kurzů.",Institut postgraduálního vzdělávání ve zdravotnictví
Sweden – Dental and subspecialty instruments and devices,2026-01-30,SWE,,https://ted.europa.eu/en/notice/-/detail/845354-2025,845354-2025,33130000|33130000|33130000,Upphandling av inredning till Folktandvårdens koncept- och behandlingsrum i VGR. Upphandling av inredning till Folktandvårdens koncept- och behandlingsrum i FTV.,Västra Götalandsregionen
Belgium – Medical equipments,2026-01-27,BEL,,https://ted.europa.eu/en/notice/-/detail/845366-2025,845366-2025,33100000|33100000|33100000|33157400|33157400,"De opdracht behelst de levering, installatie en opleidingen van beademingstoestellen met onderhoudscontract voor ITE. Jessa Ziekenhuis gaat uit van degelijke basisconfiguraties, bruikbaar voor 90% van de behandelingen in een intensieve zorg omgeving. De opdracht behelst de levering, installatie en opleidingen van beademingstoestellen met onderhoudscontract voor ITE. Jessa Ziekenhuis gaat uit van degelijke basisconfiguraties, bruikbaar voor 90% van de behandelingen in een intensieve zorg omgeving, waarbij het toestel voorzien is van upgrade of extra module zodat het ook ingezet kan worden voor meer gespecialiseerde technieken zoals neuraal aangepaste beademingsondersteuning.",vzw Jessa Ziekenhuis
